Key,RouteNo,RouteName,RouteVarShortName,StartStop,EndStop,Outbound,RunningTime
61_1,40,Lượt về,Bến xe Miền Đông,Bến xe Ngã tư Ga,Bến xe Miền Đông,FALSE,45
62_1,41,Lượt đi,Bến xe An Sương,Bến xe Miền Tây,Bến xe An Sương,TRUE,60
62_1,41,Lượt về,Bến xe Miền Tây,Bến xe An Sương,Bến xe Miền Tây,FALSE,60
63_1,42,Chợ Cầu Muối - Chợ nông sản Thủ Đức,Chợ nông sản Thủ Đức,TĐH xe buýt Sài Gòn,Chợ nông sản Thủ Đức,TRUE,67
63_1,42,Chợ nông sản Thủ Đức - Chợ Cầu Muối,Chợ Cầu Muối,Chợ nông sản Thủ Đức,TĐH xe buýt Sài Gòn,FALSE,56
64_1,43,Lượt đi,Phà Cát Lái,Bến xe Miền Đông,Cát Lái,TRUE,50
64_1,43,Lượt về,Bến xe Miền Đông,Cát Lái,Bến xe Miền Đông,FALSE,50
65_1,44,Lượt đi: Cảng Quận 4-Bến đò Bình Quới,Bình Quới,Cảng Quận 4,Bến đò Bình Quới,TRUE,60
65_1,44,Lượt về: Bến đò Bình Quới-Cảng Quận 4,Cảng Quận 4,Bến đò Bình Quới,Cảng Quận 4,FALSE,60
66_1,45,Lượt đi,Bến xe Miền Đông,Bến xe Quận 8,Bến xe Miền Đông,TRUE,65
66_1,45,Lượt về,Bến xe Quận 8,Bến xe Miền Đông,Bến xe Quận 8,FALSE,65
67_1,46,Lượt đi,Bến Mễ Cốc,Cảng Quận 4,Mễ Cốc,TRUE,65
67_1,46,Lượt về,Cảng Quận 4,Mễ Cốc,Cảng Quận 4,FALSE,65
68_1,47,Lượt đi,Hưng Long,Bến xe Chợ Lớn,Hưng Long,TRUE,41
68_1,47,Lượt về,Bến xe Chợ Lớn,Hưng Long,Bến xe Chợ Lớn,FALSE,50
69_1,48,Lượt đi: Bến xe Tân Phú - Hiệp Thành,Chợ Hiệp Thành,"Trạm Điều hành Tân Phú (0,55ha)",Hiệp Thành,TRUE,50
69_1,48,Lượt về: Hiệp Thành - Bến xe Tân Phú,Bến xe Tân Phú,Hiệp Thành,"Trạm Điều hành Tân Phú (0,55ha)",FALSE,50
70_1,50,Lượt đi: ĐH Bách Khoa TP HCM - Đầu bến Đại học Bách Khoa - Cơ sở 2,Đại học Quốc gia,ĐH BÁCH KHOA TP HCM,Đầu bến Đại học Bách Khoa - Cơ sở 2,TRUE,65
70_1,50,Lượt về: Đầu bến Đại học Bách Khoa - Cơ sở 2 - ĐH BÁCH KHOA TP HCM,Đại học Bách khoa,Đầu bến Đại học Bách Khoa - Cơ sở 2,ĐH BÁCH KHOA TP HCM,FALSE,65
71_1,51,Lượt đi,Bình Hưng Hòa,Bến xe Miền Đông,Chợ Bình Hưng Hòa,TRUE,65
71_1,51,Lượt về,Bến xe Miền Đông,Chợ Bình Hưng Hòa,Bến xe Miền Đông,FALSE,65
72_1,52,Lượt đi,Đại học Quốc tế,TĐH xe buýt Sài Gòn,Đại học Quốc gia,TRUE,60
72_1,52,Lượt về,Bến Thành,Đại học Quốc gia,TĐH xe buýt Sài Gòn,FALSE,70
73_1,53,Lê Hồng Phong - Bến Xe Buýt ÐH Quốc Gia,Đại học Quốc gia,Lê Hồng Phong,Bến Xe Buýt ÐH Quốc Gia,TRUE,75
73_1,53,Bến Xe Buýt ÐH Quốc Gia - Lê Hồng Phong,Lê Hồng Phong,Bến Xe Buýt ÐH Quốc Gia,Lê Hồng Phong,FALSE,75
74_1,54,Lượt đi: Bến xe Miền Đông - Bến xe Chợ Lớn,Bến xe Chợ Lớn,Bến xe Miền Đông,Bến xe Chợ Lớn,TRUE,50
74_1,54,Lượt về: Bến xe Chợ Lớn - Bến xe Miền Đông,Bến xe Miền Đông,Bến xe Chợ Lớn,Bến xe Miền Đông,FALSE,55
75_1,55,Lượt đi: Công viên phần mềm Quang Trung - Khu Công nghệ cao (Q9),Khu Công nghệ cao (Q9),Công viên phần mềm Quang Trung,Khu Công Nghệ cao,TRUE,70
75_1,55,Lượt về: Khu Công nghệ cao (Q9) - Công viên phần mềm Quang Trung,Công viên phần mềm Quang Trung,Khu Công Nghệ cao,Công viên phần mềm Quang Trung,FALSE,70
76_1,56,Lượt đi: Bến xe Chợ Lớn - Đại học Giao thông Vận tải,Đại học Giao thông Vận tải,Bến xe Chợ Lớn,KTX Đại học Sư phạm kỹ thuật,TRUE,70
76_1,56,Lượt về: Đại học Giao thông Vận tải - Bến xe Chợ Lớn,Bến xe Chợ Lớn,KTX Đại học Sư phạm kỹ thuật,Bến xe Chợ Lớn,FALSE,70
77_1,57,Lượt đi: Chợ Phước Bình - Trường THPT Hiệp Bình,Trường THPT Hiệp Bình,Trường cao đẳng nghề Suleco,Trường Hiệp Bình,TRUE,45
77_1,57,Lượt về: Trường THPT Hiệp Bình - Chợ Phước Bình,Chợ Phước Bình,Trường Hiệp Bình,Trường cao đẳng nghề Suleco,FALSE,45
78_1,58,lượt đi,Khu Công nghiệp Đông Nam,Bến xe Ngã tư Ga,Khu công nghiệp Đông Nam,TRUE,50
78_1,58,lượt về,Bến xe Ngã 4 Ga,Khu công nghiệp Đông Nam,Bến xe Ngã tư Ga,FALSE,50
79_1,59,Lượt đi,Bến xe Ngã 4 Ga,Bến xe Quận 8,Bến xe Ngã tư Ga,TRUE,80
79_1,59,Lượt về,Bến xe Quận 8,Bến xe Ngã tư Ga,Bến xe Quận 8,FALSE,80
80_1,60,Bến xe An Sương - KCN Lê Minh Xuân,KCN Lê Minh Xuân,Bến xe An Sương,KCN LÊ MINH XUÂN,TRUE,50
80_1,60,KCN Lê Minh Xuân - Bến xe An Sương,Bến xe An Sương,KCN LÊ MINH XUÂN,Bến xe An Sương,FALSE,50
81_1,60-1,BX Miền Tây - BX Biên Hòa,BX Biên Hòa,Bến xe Miền Tây,Bến xe An Sương,TRUE,120
81_1,60-1,BX Biên Hòa - BX Miền Tây,BX Miền Tây,Bến xe An Sương,Bến xe Miền Tây,FALSE,120
84_1,61,Lượt đi,KCN Lê Minh Xuân,Bến xe Chợ Lớn,KCN LÊ MINH XUÂN,TRUE,50
84_1,61,Lượt về,Bến xe Chợ Lớn,KCN LÊ MINH XUÂN,Bến xe Chợ Lớn,FALSE,50
88_1,61-6,Bến Thành - Khu Du lịch Đại Nam,Khu Du lịch Đại Nam,TĐH xe buýt Sài Gòn,Cầu Vĩnh Bình,TRUE,90
88_1,61-6,Khu Du lịch Đại Nam - Bến Thành,Bến Thành,Cầu Vĩnh Bình,TĐH xe buýt Sài Gòn,FALSE,90
91_1,62,Lượt đi,Thới An,Bến xe Quận 8,Bãi xe buýt Thới An,TRUE,75
91_1,62,Lượt về,Bến xe Quận 8,Bãi xe buýt Thới An,Bến xe Quận 8,FALSE,75
92_1,62-10,Bến xe Chợ Lớn - Thanh Vĩnh Đông,Thanh Vĩnh Đông,Bến xe Chợ Lớn,Ba Làng,TRUE,140
92_1,62-10,Thanh Vĩnh Đông - Bến xe Chợ Lớn,Bến xe Chợ Lớn,Ba Làng,Bến xe Chợ Lớn,FALSE,140
101_1,64,Lượt đi,Đầm Sen,Bến xe Miền Đông,BÃI XE BUÝT ĐẦM SEN,TRUE,55
101_1,64,Lượt về,Bến xe Miền Đông,BÃI XE BUÝT ĐẦM SEN,Bến xe Miền Đông,FALSE,55
102_1,65,Bến Thành - CMT8 - Bến xe An Sương,Bến xe An Sương,TĐH xe buýt Sài Gòn,Bến xe An Sương,TRUE,57
102_1,65,Bến xe An Sương - CMT8 - Bến Thành,Bến Thành,Bến xe An Sương,TĐH xe buýt Sài Gòn,FALSE,57
103_1,66,Lượt đi,Bến xe An Sương,Bến xe Chợ Lớn,Bến xe An Sương,TRUE,55
