RouteKey,VariantNumber,AddressNo,Code,Lat,Lng,Name,Routes,Search,Status,StopID,StopType,Street,hasRamp,isWheelChair
20_1,39,Bến xe An Sương,BX41,10.843.737.602.234,10.661.337.280.273,Bến xe An Sương,"04, 104, 122, 151, 27, 33, 41, 60, 60-1, 61-3, 65, 66, 71, 74, 85",BxAS BxAS Ql22,Đang khai thác,100166,Bến xe,Quốc lộ 22,Yes,Yes
20_1,39,116,Q12 122,10.844.971,106.614.026,Bến xe An Sương,"04, 104, 122, 13, 145, 24, 27, 60-1, 65, 66, 71, 74, 85",BxAS 116 Ql22,Đang khai thác,1001115,Trụ dừng,Quốc lộ 22,No,No
20_1,39,2,Q12 125,10.850.034,106.610.845,Cây xăng Quân Đội,"122, 145, 24, 71, 74, 85",CxQD 2 Ql22,Đang khai thác,1001151,Trụ dừng,Quốc lộ 22,No,No
20_1,39,Trung tâm văn hóa Quận 12,Q12 127,1.085.466,106.607.863,Trung tâm văn hóa Quận 12,"122, 13, 145, 24, 71, 74, 85, 94",TtvhQ12 TtvhQ12 Ql22,Đang khai thác,1001152,Nhà chờ,Quốc lộ 22,No,No
20_1,39,69/1,HHM 022,10.855.756,106.607.198,Liên đoàn lao động Hóc Môn,"122, 74, 85",LdldHM 69/1 Ql22,Đang khai thác,1001154,Trụ dừng,Quốc lộ 22,No,No
20_1,39,33/4,HHM 023,10.859.054,106.604.869,Cây xăng Củ Cải,"122, 74, 85",CxCC 33/4 Ql22,Đang khai thác,1001153,Trụ dừng,Quốc lộ 22,No,No
20_1,39,8/6B,HHM 025,10.861.856,106.602.844,Ngã 3 Củ Cải,"122, 13, 74, 85",N3CC 8/6B Ql22,Đang khai thác,1001156,Trụ dừng,Quốc lộ 22,No,No
20_1,39,44A,HHM 024,10.865.945,106.599.972,Trường học Tân Xuân,"122, 74, 85, 94",ThTX 44A Ql22,Đang khai thác,1001155,Trụ dừng,Quốc lộ 22,No,No
20_1,39,1/1,HHM 026,10.869.901,106.597.206,Ngã 3 Bùi Môn,"122, 74, 85",N3BM 1/1 Ql22,Đang khai thác,1001158,Trụ dừng,Quốc lộ 22,No,No
20_1,39,3/19,HHM 027,10.875.053,106.593.626,Ngã 3 Bùi Môn,"122, 13, 74, 85, 94",N3BM 3/19 Ql22,Đang khai thác,1001160,Trụ dừng,Quốc lộ 22,No,No
20_1,39,3/88C,HHM 028,10.877.482,106.591.748,Cây xăng Thành Công - Ngã tư Giếng Nước,"122, 13, 74, 85",CxTC-NtGN 3/88C Ql22,Đang khai thác,1001157,Trụ dừng,Quốc lộ 22,No,No
20_1,39,2/16A,HHM 029,1.087.765,106.591.598,Ngã tư Giếng nước,"122, 85",NtGn 2/16A Ql22,Tạm ngưng khai thác,1004751,Trụ dừng,Quốc lộ 22,No,No
20_1,39,3/88C,HHM 001,1.087.803,106.591.882,Ngã tư Giếng nước,"122, 85",NtGn 3/88C BT,Chưa khai thác,1004586,Trụ dừng,Bà Triệu,No,No
20_1,39,77/4,HHM 002,1.088.226,106.594.098,Bệnh viện Hóc Môn,"122, 85",BvHM 77/4 BT,Đang khai thác,1001162,Trụ dừng,Bà Triệu,No,No
20_1,39,84/2A,HHM 003,10.884.952,106.595.213,Trường mầm non 23-11,"122, 85",Tmn23-11 84/2A BT,Đang khai thác,1001164,Trụ dừng,Bà Triệu,No,No
20_1,39,98/2,HHM 004,10.887.902,106.596.238,Thị trấn Hóc Môn,"122, 85",TtHM 98/2 BT,Đang khai thác,1001161,Ô sơn,Bà Triệu,No,No
20_1,39,8/2,HHM001,10.890.441,106.596.673,Chợ Hóc Môn,122,CHM 8/2 TNV,Đang khai thác,1001166,Trụ dừng,Trương Nữ Vương,No,No
20_1,39,21/1,HHM002,10.892.601,106.597.268,Nhà trẻ Phước An,122,NtPA 21/1 TNV,Đang khai thác,1001163,Trụ dừng,Trương Nữ Vương,No,No
20_1,39,Đối diện 15,HHM005,1.089.583,106.598.454,Nhà văn hóa Thiếu nhi huyện Hóc Môn,122,NvhTnhHM Dd15 DVD,Đang khai thác,1001165,Trụ dừng,Đỗ Văn Dậy,No,No
20_1,39,25/2,HHM 114,10.895.914,106.598.861,Ngã 3 Cây Dông,122,N3CD 25/2 DVD,Đang khai thác,1001168,Trụ dừng,Đỗ Văn Dậy,No,No
20_1,39,27/6C,HHM 115,10.899.265,106.600.151,Trung tâm dạy nghề Hóc Môn,122,TtdnHM 27/6C DVD,Đang khai thác,1001167,Trụ dừng,Đỗ Văn Dậy,No,No
20_1,39,1/3B,HHM 116,10.905.169,106.599.741,Công ty Nam Ho,122,CtNH 1/3B DVD,Đang khai thác,1001170,Trụ dừng,Đỗ Văn Dậy,No,No
20_1,39,10/4,HHM 117,10.912.012,106.600.095,Ngã 3 Ông Trác,122,N3OT 10/4 DVD,Đang khai thác,1001169,Trụ dừng,Đỗ Văn Dậy,No,No
20_1,39,98,HHM 118,10.917.147,106.600.497,Cây xăng Tài Lộc 3,122,CxTL3 98 DVD,Đang khai thác,1001172,Trụ dừng,Đỗ Văn Dậy,No,No
20_1,39,Đối diện 19/4C (Cây xăng Đại Phát Tài),HCC 251,1.092.135,106.600.777,Ngã 3 Bình Mỹ,122,N3BM Dd19/4C(xDPT Tl15CC,Đang khai thác,1001171,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,39,218 (Trường mẫu giáo Bông Sen 15),QCCT057,10.943.817.138.672,10.660.494.995.117,Trường mẫu giáo Tân Thạnh Đông,122,TmgTTD 218(mgBS15) Tl15CC,Đang khai thác,1001173,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,39,Giáo xứ Tân Thạnh Đông,HCC 253,10.9484,106.605.347,Chợ Sáng,122,CS GxTTD Tl15CC,Đang khai thác,1001174,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,39,318,HCC 254,10.952.317,106.602.753,Quán Hoa Sứ,122,QHS 318 Tl15CC,Đang khai thác,1001176,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,39,422,HCC 255,10.955.767,106.600.517,San banh,122,Sb 422 Tl15CC,Đang khai thác,1001175,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,39,542A (544A),HCC 256,10.961.517,10.659.608,UBND Tân Thạnh Đông,122,UTTD 542A( Tl15CC,Đang khai thác,1001177,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,39,604A,QCCT062,10.964.282.989.502,10.659.353.637.695,Cây xăng 57,122,Cx57 604A Tl15CC,Đang khai thác,1001178,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,39,634B,QCCT063,10.966.300.010.681,1.065.916.519.165,Chợ Hố Bom,122,CHB 634B Tl15CC,Đang khai thác,1001179,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,39,718 (706),QCCT064,10.969.499.588.013,10.658.865.356.445,Trường cấp 2 Tân Thạnh Đông,122,Tc2TTD 718( Tl15CC,Đang khai thác,1001180,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,39,806,QCCT065,10.973.816.871.643,10.658.460.235.596,Cửa hàng sữa Việt Xuân,122,ChsVX 806 Tl15CC,Đang khai thác,1001181,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,39,858,QCCT066,10.976.567.268.372,10.658.201.599.121,Cây xăng Quang Vinh,122,CxQV 858 Tl15CC,Đang khai thác,1001182,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,39,930,QCCT067,10.980.067.253.113,10.657.872.009.277,Công ty Hongwon,122,CtH 930 Tl15CC,Đang khai thác,1001183,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,39,964 (970),QCCT068,10.982.236.862.183,10.657.717.895.508,Ngã tư Tân Quy,122,NtTQ 964( Tl15CC,Đang khai thác,1001184,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,39,Bến xe Tân Quy,BX 62,10.984.251,106.578.176,Bến xe Tân Quy,"122, 70","BxTQ BxTQ Tl8,CC",Đang khai thác,1001185,Bến xe,"Tỉnh lộ 8, Củ Chi",Yes,Yes
20_1,40,Bến xe Tân Quy,BX 62,10.984.251,106.578.176,Bến xe Tân Quy,"122, 70","BxTQ BxTQ Tl8,CC",Đang khai thác,2001185,Bến xe,"Tỉnh lộ 8, Củ Chi",Yes,Yes
20_1,40,121 (Kế 113),QCCT136,10.982.632.637.024,10.657.688.140.869,Ngã tư Tân Quy,122,NtTQ 121(113) Tl15CC,Đang khai thác,2001206,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,40,33 (37),QCCT137,10.979.332.923.889,10.657.929.992.676,Công ty Hongwon,122,CtH 33( Tl15CC,Đang khai thác,2001205,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,40,715,QCCT138,10.976.050.376.892,10.658.238.220.215,Cây xăng Quang Vinh,122,CxQV 715 Tl15CC,Đang khai thác,2001207,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,40,655,QCCT139,10.973.317.146.301,10.658.495.330.811,Cửa hàng sữa Việt Xuân,122,ChsVX 655 Tl15CC,Đang khai thác,2001208,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,40,595-597,QCCT140,10.969.300.270.081,1.065.887.298.584,Trường cấp 2 Tân Thạnh Đông,122,Tc2TTD 595-597 Tl15CC,Đang khai thác,2001211,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,40,565C (Đối diện 640A),QCCT141,10.966.816.902.161,10.659.104.919.434,Miếu Bà Chúa Xứ,122,MBCX 565C(d640A) Tl15CC,Đang khai thác,2001209,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,40,509 (Đối diện 594C),QCCT142,10.963.883.399.963,10.659.383.392.334,Cây xăng 57,122,Cx57 509(d594C) Tl15CC,Đang khai thác,2001212,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,40,455-457,HCC 151,10.961.017,106.596.382,Chợ Chiều,122,CC 455-457 Tl15CC,Đang khai thác,2001210,Ô sơn,Tỉnh lộ 15 Củ Chi,No,No
20_1,40,369,QCCT144,10.955.200.195.312,10.660.081.481.934,Sân banh,122,Sb 369 Tl15CC,Đang khai thác,2001214,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,40,301 (309),QCCT145,10.952.767.372.131,10.660.238.647.461,Quán Hoa Sứ,122,QHS 301( Tl15CC,Đang khai thác,2001216,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,40,195 (Đối diện giáo xứ Tân Thạnh Đông),QCCT146,10.948.100.090.027,10.660.545.349.121,Chợ Sáng,122,CS 195(dgxTTD Tl15CC,Đang khai thác,2001213,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,40,163 (165B),QCCT147,10.944.800.376.892,10.660.528.564.453,Mẫu giáo Tân Thạnh Đông,122,MgTTD 163( Tl15CC,Đang khai thác,2001218,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,40,19/4C,QCCT148,10.921.882.629.395,1.066.008.682.251,Ngã 3 Bình Mỹ,122,N3BM 19/4C Tl15CC,Đang khai thác,2001215,Trụ dừng,Tỉnh lộ 15 Củ Chi,No,No
20_1,40,22/3A,HHM 119,10.916.642,106.600.326,Cây xăng Tài Lộc 3,122,CxTL3 22/3A DVD,Đang khai thác,2001222,Trụ dừng,Đỗ Văn Dậy,No,No
20_1,40,59,HHM 120,10.912.686,106.599.956,Ngã 3 Ông Trác,122,N3OT 59 DVD,Đang khai thác,2001217,Trụ dừng,Đỗ Văn Dậy,No,No
20_1,40,6/9C,HHM 121,10.910.295,106.599.612,Công ty Nam Ho,122,CtNH 6/9C DVD,Đang khai thác,2001219,Trụ dừng,Đỗ Văn Dậy,No,No
20_1,40,146/3,HHM 122,10.908.756,106.599.526,Cầu Bến Nọc,122,CBN 146/3 DVD,Đang khai thác,2001220,Trụ dừng,Đỗ Văn Dậy,No,No
20_1,40,88/3,HHM 123,10.906.502,106.599.494,Ngã 3 Cây Dông,122,N3CD 88/3 DVD,Đang khai thác,2001224,Trụ dừng,Đỗ Văn Dậy,No,No
20_1,40,69/1D,HHM 124,10.903.394,106.599.462,Trung tâm GDTX Hóc Môn,122,TtGHM 69/1D DVD,Đang khai thác,2001225,Trụ dừng,Đỗ Văn Dậy,No,No
20_1,40,49/2,HHM003,10.893.312,106.597.397,Nhà trẻ Phước An,122,NtPA 49/2 TNV,Đang khai thác,2001221,Trụ dừng,Trương Nữ Vương,No,No
20_1,40,29/2A,HHM004,10.890.146,106.596.512,Chợ Hóc Môn,122,CHM 29/2A TNV,Đang khai thác,2001223,Ô sơn,Trương Nữ Vương,No,No
20_1,40,45/4,HHM 005,10.887.738,106.596.093,Thị trần Hóc Môn,"122, 85",TtHM 45/4 BT,Chưa khai thác,2004746,Trụ dừng,Bà Triệu,No,No
20_1,40,36/5,HHM 197,10.850.861,106.586.051,Phan Văn Hớn,122,PVH 36/5 PVH,Đang khai thác,2001226,Trụ dừng,Phan Văn Hớn,No,No
20_1,40,24,HHM 006,10.884.699,106.594.945,Mần non 23-11,"122, 85",Mn23-11 24 BT,Đang khai thác,2001227,Trụ dừng,Bà Triệu,No,No
20_1,40,Đối diện 1/11A,HHM 007,10.881.786,106.593.733,Bệnh viện Hóc Môn,"122, 85",BvHM Dd1/11A BT,Chưa khai thác,2004747,Trụ dừng,Bà Triệu,No,No
20_1,40,99A,HHM 198,1.084.692,106.591.072,Phan Văn Hớn,122,PVH 99A PVH,Đang khai thác,2001229,Trụ dừng,Phan Văn Hớn,No,No
20_1,40,106,HHM 008,10.878.356,106.592.054,Ngã tư Giếng Nước,"122, 85",NtGN 106 BT,Đang khai thác,2001228,Trụ dừng,Bà Triệu,No,No
20_1,40,Cây xăng Thành Công,HHM 048,10.877.018,106.591.635,Cây xăng Thành Công - Ngã tư giếng nước,"122, 13, 74, 85",CxTC-Ntgn CxTC Ql22,Đang khai thác,2001230,Trụ dừng,Quốc lộ 22,No,No
20_1,40,42/7B,HHM 049,10.871.902,106.595.306,Miểu Con Mèo,"122, 74, 85",MCM 42/7B Ql22,Đang khai thác,2001232,Trụ dừng,Quốc lộ 22,No,No
20_1,40,43/1,HHM 050,10.869.901,106.596.764,Ngã 3 Bùi Môn,"122, 13, 74, 85",N3BM 43/1 Ql22,Đang khai thác,2001231,Trụ dừng,Quốc lộ 22,No,No
20_1,40,58/6,HHM 051,10.865.924,106.599.602,Trường học Tân Xuân,"122, 74, 85",ThTX 58/6 Ql22,Đang khai thác,2001235,Trụ dừng,Quốc lộ 22,No,No
20_1,40,114,HHM 052,1.086.252,106.602.005,Xí nghiệp phân bón Hóc Môn,"122, 74, 85",XnpbHM 114 Ql22,Đang khai thác,2001233,Trụ dừng,Quốc lộ 22,No,No
20_1,40,13/1,HHM 053,10.860.471,106.603.378,Ngã 3 Củ Cải,"122, 13, 74, 85, 94",N3CC 13/1 Ql22,Đang khai thác,2001234,Nhà chờ,Quốc lộ 22,No,No
20_1,40,43/5,HHM 054,10.857.373,106.605.669,Ngã ba Nguyễn Thị Sóc,"122, 74, 85",NbNTS 43/5 Ql22,Đang khai thác,2001236,Nhà chờ,Quốc lộ 22,No,No
20_1,40,G68A,HHM 055,1.085.554,106.606.779,Chùa Linh Sơn,"122, 74, 85, 94",CLS G Ql22,Đang khai thác,2003635,Trụ dừng,Quốc lộ 22,No,No
20_1,40,30/10B,HHM 056,10.854.628,106.607.476,Ngã tư Nguyễn Ảnh Thủ,"122, 24, 74, 85, 94",NtNAT 30/10B Ql22,Đang khai thác,2001393,Nhà chờ,Quốc lộ 22,No,No
20_1,40,Quán ăn xuyên Á,QHMT229,10.853.538,106.608.179,Trung tâm văn hóa Quận 12 - Ngã 4 Trung Chánh,"122, 13, 145, 71, 74, 94",TtvhQ12-N4TC QaxA Ql22,Đang khai thác,2001237,Nhà chờ,Quốc lộ 22,No,No
20_1,40,3A,HHM 057,10.850.092,106.610.395,Cư xá Bà Điểm,"122, 145, 24, 71, 74, 85",CxBD 3A Ql22,Đang khai thác,2001238,Nhà chờ,Quốc lộ 22,No,No
20_1,40,1B,HHM 058,10.845.124,10.661.356,Bến xe An Sương,"122, 13, 145, 24, 60-1, 65, 66, 71, 74, 85, 94",BxAS 1B Ql22,Đang khai thác,2001239,Trụ dừng,Quốc lộ 22,No,No
20_1,40,Bến xe An Sương,BX41,10.843.737.602.234,10.661.337.280.273,Bến xe An Sương,"04, 104, 122, 151, 27, 33, 41, 60, 60-1, 61-3, 65, 66, 71, 74, 85",BxAS BxAS Ql22,Đang khai thác,200166,Bến xe,Quốc lộ 22,Yes,Yes
7_1,13,GA HKXB CHO LON,BX14,10.751.253.128.052,10.665.256.500.244,Bến xe Chợ Lớn,"01, 06, 07, 09, 150, 17, 23, 47, 54, 56, 61, 62-10, 62-2, 62-7, 62-8, 81, 94",BxCL GHCL LQS,Đang khai thác,1008,Bến xe,Lê Quang Sung,Yes,Yes
7_1,13,27,Q6 095,10.750.232,106.652.554,Chu Văn An,"01, 05, 07, 10, 144, 150, 25, 47, 54, 56",CVA 27 TM,Đang khai thác,1001,Trụ dừng,Tháp Mười,No,No
7_1,13,13C-13D,Q6 096,10.750.326,106.653.036,Tháp Mười,"01, 07, 25, 47, 54, 56",TM 13C-13D TM,Đang khai thác,1002393,Trụ dừng,Tháp Mười,No,No
7_1,13,11-12,Q5 016,10.750.732,106.655.075,Chợ Kim Biên,"01, 05, 07, 25, 47, 56, 96",CKB 11-12 HTLO,Đang khai thác,1002,Trụ dừng,Hải Thượng Lãn Ông,No,No
7_1,13,14-16,Q5 011,10.751.368,106.659.203,Bưu điện Quận 5,"01, 05, 07, 08, 45, 56, 62, 96",BdQ5 14-16 CVL,Đang khai thác,1003,Biển treo,Châu Văn Liêm,No,No
7_1,13,68,Q5 012,10.752.566,106.658.937,Rạp Đại Quang,"01, 05, 07, 08, 10, 45, 56, 62, 91",RDQ 68 CVL,Đang khai thác,1005,Nhà chờ,Châu Văn Liêm,No,No
7_1,13,357-359,Q5 025,10.754.553,106.659.232,Bệnh viện Chợ Rẫy,"06, 07, 08, 139, 150, 17, 56, 62, 68",BvCR 357-359 HB,Đang khai thác,100437,Trụ dừng,Hồng Bàng,No,No
7_1,13,217,Q5 026,1.075.536,106.663.191,Đại học Y Dược,"06, 07, 10, 11, 139, 150, 17, 56, 68",DhYD 217 HB,Đang khai thác,100439,Nhà chờ,Hồng Bàng,No,No
7_1,13,215,Q5 027,10.755.671,106.664.683,Bệnh viện Đại học Y Dược,"06, 07, 11, 139, 150, 17, 56, 68",BvDhYD 215 HB,Đang khai thác,100440,Nhà chờ,Hồng Bàng,No,No
7_1,13,132A,Q5 068,10.757.151,106.669.613,Công viên Văn Lang,"06, 07, 11, 139, 17, 56, 59, 68",CvVL 132A NTP,Đang khai thác,100432,Trụ dừng,Nguyễn Tri Phương,No,No
7_1,13,138G-138F,Q5 069,10.758.706,10.666.928,Trường Trần Khai Nguyên,"07, 150, 59",TTKN 138G-138F NTP,Đang khai thác,100441,Ô sơn,Nguyễn Tri Phương,No,No
7_1,13,234-236,Q10 071,10.761.386,106.668.564,Đại học kinh tế,"07, 10, 119, 59",Dhkt 234-236 NTP,Đang khai thác,100442,Ô sơn,Nguyễn Tri Phương,No,No
7_1,13,336,Q10 072,10.763.073,106.668.213,Trường Hoàng Văn Thụ,"07, 119, 59",THVT 336 NTP,Đang khai thác,100444,Nhà chờ,Nguyễn Tri Phương,No,No
7_1,13,426,Q10 073,10.765.397,106.667.702,Chợ Nhật Tảo,"07, 119, 59",CNT 426 NTP,Đang khai thác,100443,Trụ dừng,Nguyễn Tri Phương,No,No
7_1,13,476,Q10 074,10.767.052,106.667.313,Học viện quân y,"07, 119, 59",Hvqy 476 NTP,Đang khai thác,100446,Trụ dừng,Nguyễn Tri Phương,No,No
7_1,13,Đối diện 350,Q10 011,10.769.518,106.670.609,Bệnh viện nhi đồng,"02, 07",Bvnd Dd350 D3/2,Đang khai thác,100158,Nhà chờ,Đường 3/2,No,No
7_1,13,273-275,Q10 012,10.770.269,106.672.166,Nhà thờ Vinh Sơn,"02, 07",NtVS 273-275 D3/2,Đang khai thác,100160,Trụ dừng,Đường 3/2,No,No
7_1,13,183A-183B,Q10 013,10.771.855,106.674.805,Nhà hát Hòa Bình,"02, 07",NhHB 183A-183B D3/2,Đang khai thác,100159,Trụ dừng,Đường 3/2,No,No
7_1,13,113,Q10 014,1.077.323,106.677.015,Học viện hành chính quốc gia,"02, 07",Hvhcqg 113 D3/2,Đang khai thác,100162,Trụ dừng,Đường 3/2,No,No
7_1,13,51,Q10 015,10.774.421,10.667.885,BV Bình Dân,7,BBD 51 D3/2,Đang khai thác,100445,Trụ dừng,Đường 3/2,No,No
7_1,13,3,Q10 016,10.776.977,10.668.099,Maximark,7,M 3 D3/2,Đang khai thác,100448,Nhà chờ,Đường 3/2,No,No
7_1,13,25,Q3 033,10.780.805,106.681.305,Nhà thờ Dòng chúa Cứu thế,7,NtDcCt 25 KD,Đang khai thác,100447,Trụ dừng,Kỳ Đồng,No,No
7_1,13,5,Q3 034,10.784.504,106.683.022,Trần Quốc Thảo,7,TQT 5 KD,Đang khai thác,100451,Trụ dừng,Kỳ Đồng,No,No
7_1,13,332 - 334,Q3 042,10.787.041,106.679.535,Chợ Nguyễn Văn Trỗi,"07, 28",CNVT 332-334 LVS,Đang khai thác,100449,Trụ dừng,Lê Văn Sỹ,No,No
7_1,13,24 - 26,Q3 093,10.788.373,106.678.299,Trần Quang Diệu,7,TQD 24-26 TQD,Đang khai thác,100453,Trụ dừng,Trần Quang Diệu,No,No
7_1,13,8,QPN 030,10.791.023,106.678.123,Bệnh viện An Sinh,7,BvAS 8 THL,Đang khai thác,100450,Trụ dừng,Trần Huy Liệu,No,No
7_1,13,60,QPN 031,10.793.028,106.677.992,Ngã Tư Nguyễn Văn Trỗi,7,NTNVT 60 THL,Đang khai thác,100452,Trụ dừng,Trần Huy Liệu,No,No
7_1,13,68,QPN 049,10.795.421,106.676.093,Trung tâm văn hóa Quận Phú Nhuận,"04, 07, 109, 152",TtvhQPN 68 NVT,Đang khai thác,100252,Trụ dừng,Nguyễn Văn Trỗi,No,No
7_1,13,104,QPN 050,1.079.677,106.673.797,Học viện Hàng kHông,"04, 07, 109, 152",HvHk 104 NVT,Đang khai thác,100253,Trụ dừng,Nguyễn Văn Trỗi,No,No
7_1,13,142,QPN 051,10.798.525,106.670.793,Bệnh viện Quận Phú Nhuận,"04, 07, 109, 152",BvQPN 142 NVT,Đang khai thác,100254,Trụ dừng,Nguyễn Văn Trỗi,No,No
7_1,13,180,QPN 052,10.799.642,10.666.891,Cây xăng Quân khu 7,"04, 07, 109, 152",CxQk7 180 NVT,Đang khai thác,100255,Nhà chờ,Nguyễn Văn Trỗi,No,No
7_1,13,A2 (Sân vận động Quân khu 7),QTB 099,10.800.848,10.666.678,Cổng trước SVĐ Quân Khu 7,"04, 07, 08, 103, 104, 109, 119, 148, 152, 50, 51, 59, 64",CtSQK7 A(vdQk7) PDG,Đang khai thác,100256,Nhà chờ,Phan Đình Giót,No,No
7_1,13,2B (Hông sân vận động Quân Khu 7),QTB 101,1.080.244,106.665.924,Rạp Tân Sơn Nhất,"07, 148, 50, 59",RTSN 2B(svdQK7) PQ,Đang khai thác,100455,Nhà chờ,Phổ Quang,No,No
7_1,13,66 (Công ty Xe khách Sài Gòn),QTB 102,10.805.417,1.066.667,Trung tâm sát hạch lái xe,"07, 148, 50, 59",Ttshlx 66(tXkSG PQ,Đang khai thác,100457,Trụ dừng,Phổ Quang,No,No
7_1,13,96-100,QTB 103,10.807.221,106.668.495,Cây xăng Quân đội,"07, 148, 50, 59",CxQd 96-100 PQ,Đang khai thác,100454,Trụ dừng,Phổ Quang,No,No
7_1,13,140,QPN 033,10.808.204,106.672.236,Trường Đại học Kỹ thuật Công nghệ,"07, 148, 50, 59",TDhKtCn 140 PQ,Đang khai thác,100456,Trụ dừng,Phổ Quang,No,No
7_1,13,7,QPN 036,10.809.727,106.674.929,Cuối công viên Gia Định,"07, 148, 50, 59",CcvGD 7 HMG,Đang khai thác,100459,Nhà chờ,Hoàng Minh Giám,No,No
7_1,13,Ngã ba Đặng Văn Sâm,QPN 037,10.811.382,106.676.399,Ngã ba Đặng Văn Sâm,"07, 148, 50, 59",NbDVS NbDVS HMG,Đang khai thác,100458,Nhà chờ,Hoàng Minh Giám,No,No
7_1,13,Cây xanh số 7,QPN 038,10.8135,106.678.222,Đầu công viên Gia Định,"07, 148, 50, 59",DcvGD Cxs7 HMG,Đang khai thác,100461,Nhà chờ,Hoàng Minh Giám,No,No
7_1,13,36,QGV 040,10.815.178,106.679.596,Trạm đầu Nguyễn Thái Sơn,"03, 07, 103, 148, 55, 59",TdNTS 36 NTS,Đang khai thác,10056,Trụ dừng,Nguyễn Thái Sơn,No,No
7_1,13,90,QGV 041,1.081.674,106.680.847,Bệnh Viện 175,"03, 07, 103, 148, 55, 59",BV175 90 NTS,Đang khai thác,10059,Trụ dừng,Nguyễn Thái Sơn,No,No
7_1,13,182 (148B),QGV 042,10.819.923,106.683.378,Ngã Ba Phạm Ngũ Lão,"03, 07, 103, 148, 55, 59",NBPNL 182( NTS,Đang khai thác,10057,Trụ dừng,Nguyễn Thái Sơn,No,No
7_1,13,246 (180),QGV 043,10.820.508,106.683.828,Ngã Ba Phạm Ngũ Lão,"07, 148",NBPNL 246( NTS,Đang khai thác,100460,Trụ dừng,Nguyễn Thái Sơn,No,No
7_1,13,320,QGV 044,10.822.789,106.685.636,Trường Đại học Công nghiệp,"07, 148",TDhCn 320 NTS,Đang khai thác,100463,Trụ dừng,Nguyễn Thái Sơn,No,No
7_1,13,396,QGV 045,1.082.507,106.687.881,"UBND Phường 5, Quận Gò Vấp","07, 146, 148, 36, 95","UP5,QGV 396 NTS",Đang khai thác,100462,Trụ dừng,Nguyễn Thái Sơn,No,No
7_1,13,BÃI HẬU CẦN SỐ 1,BX43,1.082.361.125.946,10.669.189.453.125,BÃI HẬU CẦN SỐ 1,"07, 148",BHCS1 BHCS1 PVT,Đang khai thác,100468,Bến xe,Phan Văn Trị,Yes,Yes
7_1,14,BÃI HẬU CẦN SỐ 1,BX43,1.082.361.125.946,10.669.189.453.125,BÃI HẬU CẦN SỐ 1,"07, 148",BHCS1 BHCS1 PVT,Đang khai thác,200468,Bến xe,Phan Văn Trị,Yes,Yes
7_1,14,Đối diện 439,QGV 001,1.082.389,10.669.202,Bãi hậu cần số 1,"07, 148, 40",Bhcs1 Dd439 PVT,Đang khai thác,200539,Trụ dừng,Phan Văn Trị,No,No
7_1,14,247,QGV 048,10.825.513,106.688.259,"UBND Phường 5, Quận Gò Vấp","07, 148","UP5,QGV 247 NTS",Đang khai thác,200540,Trụ dừng,Nguyễn Thái Sơn,No,No
7_1,14,145,QGV 049,10.822.636,106.685.164,Trường Đại học Công nghiệp,"07, 148",TDhCn 145 NTS,Đang khai thác,200541,Trụ dừng,Nguyễn Thái Sơn,No,No
7_1,14,63,QGV 050,10.820.866,106.683.758,Ngã Ba Phạm Ngũ Lão,"07, 148",NBPNL 63 NTS,Đang khai thác,200543,Trụ dừng,Nguyễn Thái Sơn,No,No
7_1,14,220 (175),QGV 187,10.822.141,106.682.616,Nhà Tang Lễ,"03, 07, 103, 148, 55, 59",NTL 220( PNL,Đang khai thác,20060,Biển treo,Phạm Ngũ Lão,No,No
7_1,14,72 (45),QGV 188,10.825.861,106.680.561,Siêu Thị Big C,"03, 07, 103, 148, 55, 59",STBC 72( PNL,Đang khai thác,20061,Biển treo,Phạm Ngũ Lão,No,No
